META_Base_Incubation_Period,META_Base_Infectious_Period,META_R0,META_Campaign_Efficacy,logscoreweights_regularized_for_distributions,logscore_age_at_infection,logscore_statewide_case_counts,total_logscore_for_scatterplots,SuiteID,ExpID
4.78616624291825,6.92461816541628,2.2963657381879,0.0328078277868502,372.08532987954,-3734.39232501982,965.353619926577,-2769.03870509324,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.89496616204032,5.10620900790721,1.35044136196027,0.146762961107486,304.28190651715,-3693.63672527054,-9450.42894024595,-13144.0656655165,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.80457775492793,9.7356598767362,1.87870858356662,0.0837370307798864,375.210170196655,-3712.76096629646,1069.22888601744,-2643.53208027903,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.11014875986124,13.0575642329613,1.44566693294873,0.0854690930129784,374.06064462486,-3720.8517047694,1033.14901924588,-2687.70268552352,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.50222589990794,6.52849280804351,2.90616573985561,0.232941944855785,363.697315497278,-3808.86717004397,949.077069267266,-2859.7901007767,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.69711068795626,10.8230404627762,2.13219883195717,0.0522163633304997,373.382511066798,-3727.24235747786,1037.74823022037,-2689.4941272575,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.29820394309148,10.2176314488045,1.61659172858016,0.047665511993985,375.431063743308,-3702.47682385345,936.491277647345,-2765.98554620611,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.22065416311169,5.92107717424513,1.39459188607061,0.0562039728912272,370.72309962273,-3724.22968273371,606.59018636825,-3117.63949636546,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.86384672316821,11.6820930676776,2.37768779695085,0.0135188198309901,372.403480166894,-3737.56719994563,1061.96526011866,-2675.60193982697,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.21641131217561,3.85340616716895,1.62899411223748,0.0225594687974752,374.175961741102,-3710.14806548618,878.496455453298,-2831.65161003288,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.29893746842254,12.5452172585066,2.68263632568816,0.0358428951845686,368.471160546583,-3771.84602261861,1044.1723975615,-2727.67362505711,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.00478270955766,6.70197455194464,2.69945941297451,0.0896184364704347,368.004876837463,-3773.9740820025,1011.0764935903,-2762.89758841219,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.30991554021104,13.0541974224823,2.81550437817608,0.113326952415797,365.892176723796,-3791.33085559465,984.556054696729,-2806.77480089792,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.89576688163743,7.90754089353331,1.83030949185036,0.0326393751863554,375.54052160879,-3710.09947907571,1074.21569383279,-2635.88378524292,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.90358901938724,8.85086254573798,2.34272240046177,0.109676774423558,371.280464272488,-3742.42014032354,977.898017370723,-2764.52212295282,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.27818408300406,3.53109055106406,2.0726879213873,0.0571712399469038,373.764411831035,-3720.40946257237,983.415621782664,-2736.9938407897,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.90057359854666,3.76479845971575,2.45328196248894,0.0849128591832272,370.070168725679,-3749.4363298271,915.87449068715,-2833.56183913995,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.87200138622511,9.15254165811751,1.08387649543192,0.0193431448124858,-736.779283675585,-12985.6623748106,-10690.8299353589,-23676.4923101695,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.19230130295412,5.0668778174784,2.23509783053952,0.0108685229008648,373.243569783677,-3726.54549233987,1006.59084324314,-2719.95464909672,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.46602763618859,10.7882579511032,2.04678128298638,0.0457762885510566,375.277308653088,-3718.17269792159,1165.48452974589,-2552.6881681757,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.16752631038054,3.78051032320902,1.64519937679129,0.0803089023077399,368.266751023484,-3722.87176463227,231.149298453747,-3491.72246617853,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.21937798211747,8.0895100477871,2.01575670413841,0.00443944499443154,373.375071229108,-3714.38536565975,830.965024503405,-2883.42034115635,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.43825515943947,7.919023200932,2.891382519081,0.153173222740342,364.188005611413,-3801.34859516136,899.439247580896,-2901.90934758046,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.92696416902249,6.2375888010462,1.65089037812857,0.0175888378148893,376.121877197985,-3706.19724161889,1095.49509936782,-2610.70214225107,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
1.88406760400803,8.82863421160505,1.43378304524255,0.0185549182194218,373.324559133633,-3713.48968065956,809.360322751748,-2904.12935790781,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.15310248516718,8.61872402627968,1.83157774748385,0.0878187677609625,374.845120402256,-3704.85619497191,890.185374431167,-2814.67082054074,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.69647658050016,9.33416770101778,2.11406616015717,0.00606880693544549,374.391465710751,-3722.67763758735,1110.0021807016,-2612.67545688575,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.34948946906084,4.15821555310134,1.71070392189718,0.0992135951113319,373.283360976664,-3710.56654570206,756.657628828411,-2953.90891687365,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.6689759510158,4.57222624058117,1.4889127776468,0.0944138044240315,372.756192034176,-3726.34035345794,933.126225204147,-2793.21412825379,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.86760074683499,11.3364538789201,1.96251745983635,0.0322114018942131,374.585605319494,-3714.20090301087,1002.33053113675,-2711.87037187412,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.31704784505738,8.60954943007362,1.99439300589917,0.170781461977106,369.893972239671,-3725.08898429988,500.944668266441,-3224.14431603344,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.92682502606658,13.9169959611335,2.03931381199382,0.0709654576544196,373.624274191443,-3720.19581329876,959.817413303668,-2760.37839999509,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.38094231416049,5.67329737393866,1.96249813877048,0.00951725287322705,374.297403097529,-3709.72976992035,889.291281725477,-2820.43848819487,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.08991474998785,10.6374329201151,1.76253271208479,0.0757088398352354,374.151458561767,-3709.50494051785,864.677998135865,-2844.82694238199,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.16260829385359,4.57718379340039,3.09606978375249,0.225924649861737,362.267418442459,-3830.89389035257,1095.59941831103,-2735.29447204154,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.27186915577584,3.79680363170747,2.07100993650689,0.0756310349204188,373.673706003147,-3720.82386695268,976.98445265177,-2743.83941430091,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.82810466259916,8.54875474137958,3.354595185788,0.175613814386055,357.665084057111,-3868.15537413149,1029.0470072836,-2839.10836684789,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.64130414409094,10.7402695960257,2.61604091633518,0.0775385322788825,368.478091341779,-3767.08944657787,969.06521541784,-2798.02423116003,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.6275576472851,6.07157700094366,2.72775663263685,0.054075227369734,367.88579014976,-3777.95129378676,1057.56339910932,-2720.38789467744,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.62008401615126,6.11305287434505,2.4445489772986,0.0598692073908212,370.74193787175,-3749.57407499287,1014.8131703737,-2734.76090461917,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
8.62005871877494,5.13565214132759,2.25839791942132,0.101421147676091,372.136075372567,-3732.87077593082,948.316185498485,-2784.55459043233,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.46270404314642,4.607581966965,1.82070004742306,0.152233009445714,369.800318857788,-3703.63377560688,144.175242187312,-3559.45853341957,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.11430058978833,6.56083951423728,1.0456667117134,0.0236853838653989,-925.105415762075,-12985.6623748106,-37809.7929558133,-50795.4553306239,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.12130567883617,10.5480573620228,1.78022699577648,0.00789904152815822,376.183569640116,-3707.40167031333,1123.64967014574,-2583.75200016759,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.86127211772364,6.15435779364549,2.44320032304389,0.100433856990154,369.950604318135,-3750.08704460561,909.068652456965,-2841.01839214865,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
1.46101506477838,3.80670558696874,1.71813939820654,0.108305659386462,369.735221407798,-3717.68574435216,359.632709313238,-3358.05303503892,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.21286148663624,4.60535025257614,2.20360900853395,0.126410131432017,372.61412345556,-3730.55282405692,980.067879467056,-2750.48494458986,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.62496912280128,4.62435320993624,2.12033192704931,0.112622364902477,374.387371460362,-3723.84819112951,1128.14146532009,-2595.70672580942,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.95649770574958,5.93596239455099,2.35971643301161,0.10176052944131,371.259021373749,-3742.58187329185,977.397967445061,-2765.18390584678,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.71772514283036,7.32065478953864,2.36363859639915,0.0102029052282251,371.631994845023,-3738.13407908194,959.94143995011,-2778.19263913183,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.18188015021656,13.4902602523924,1.65945821194227,0.00173692223002554,375.763379566139,-3707.86247295452,1070.51514175208,-2637.34733120244,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.50304600176287,8.20349962368016,1.82268393299556,0.0101668222167658,375.589547735898,-3705.7026530269,1010.9262393555,-2694.7764136714,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.45675673148744,9.42245913054348,1.75203180818405,0.0284319306877535,375.803612254484,-3705.86040095907,1044.27549694649,-2661.58490401258,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
8.69186921496225,11.6378742991936,2.34905085446784,0.120630411309087,370.630770689503,-3740.71116232817,856.998493494918,-2883.71266883325,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.25340162201398,7.62175201718014,1.40446638373544,0.0537815785676267,374.120110548188,-3721.46495446503,1051.52410733529,-2669.94084712974,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.54746857557851,9.46838837557313,3.15013554401124,0.106051814479513,360.887854076433,-3836.86051965855,992.408218498896,-2844.45230115966,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.67567637511663,5.92091664879676,1.5960779245532,0.0927707492870535,374.181984583025,-3707.54081519106,837.647739968321,-2869.89307522274,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.28937431273853,8.34476001321555,1.68816283651987,0.0135044696541684,374.060939702206,-3706.17383194383,798.345545174666,-2907.82828676916,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
1.88972382974528,9.39300247144122,1.43682580820107,0.0418366624247297,374.910429884848,-3700.65399730671,832.354777281256,-2868.29922002546,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.41627819889051,11.0952732823487,2.28961799293468,0.0832229221905545,374.103339185827,-3733.69073783484,1244.72156507237,-2488.96917276248,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.72733579671279,3.66185499798104,2.12869138279795,0.0603802321491117,373.480647986683,-3723.13065473563,986.092702808215,-2737.03795192742,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.48765573977174,4.042421937803,1.76233988864013,0.0857486930216069,373.488128651327,-3715.75496360563,869.158860436932,-2846.5961031687,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.0510638539909,6.42420761881117,1.48827105334019,0.0652584756915358,374.772621678694,-3713.69471428107,1021.16186718482,-2692.53284709625,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.6993500357874,13.6333554460252,3.46462239322613,0.0740957322834776,355.79521819263,-3882.7138729163,992.722303355229,-2889.99156956107,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.6498357536739,9.54624117270547,1.78811732664452,0.0199461986288239,375.170536039278,-3708.73675829077,999.134239263949,-2709.60251902682,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.07934359734887,4.84430702977181,1.80467667808305,0.101803513018633,372.118683828525,-3707.76771207358,544.162781440533,-3163.60493063304,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.01258679990874,8.19672344575507,2.01731646166474,0.0693408783145809,374.195577443688,-3719.9878146191,1038.75710275241,-2681.23071186669,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.94215716326738,12.3109654845408,2.82687586164356,0.103075253476711,366.023255116345,-3792.96965152139,1029.65207805166,-2763.31757346972,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.4157008337601,8.54859055451876,2.46856136885289,0.0576978263861866,370.343372591396,-3750.9886603564,980.053135819165,-2770.93552453724,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.4821938658843,12.4300205792561,2.11640382463627,0.0123301328472171,373.754427974076,-3722.76791572707,1019.71319685587,-2703.0547188712,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.12042388234465,9.68889930352598,1.75309994202018,0.0347702443651446,375.126273249854,-3710.89299415499,1027.26017141446,-2683.63282274053,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.02868507399836,8.99240586528184,1.5998675774431,0.0417670681249572,375.015033680756,-3708.70415703883,976.220279605871,-2732.48387743296,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.62774933517112,15.9494592835421,1.78132279461782,0.0629165269963182,373.560271713804,-3709.87704977118,785.500840082302,-2924.37620968888,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.30307333515446,11.420081880717,2.31380541830349,0.071434590832459,373.034943716676,-3735.93988860269,1126.8590298001,-2609.08085880259,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.88168639529018,15.7752520967041,1.7031070801515,0.0460687356049446,375.913995160516,-3701.52833349833,990.857556043304,-2710.67077745503,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.97940057310692,3.77406667812705,1.78597680194577,0.03799048054829,374.527621484785,-3705.9487444316,861.946321670292,-2844.00242276131,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.33292076614316,13.6555176826751,1.9898179231765,0.107407833685682,371.35475657267,-3720.51855357071,638.170720551473,-3082.34783301923,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.54413301078996,4.71033168630332,1.38144604881804,0.0745974346512287,372.394973272608,-3728.40862837994,914.203122290209,-2814.20550608973,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.9465380309066,7.5952031965673,2.50075182795693,0.0712693913257499,370.525699314809,-3756.50396846147,1094.55311367164,-2661.95085478983,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
8.21322743105865,9.03462184675766,2.65116326404582,0.155164406990597,367.954464529021,-3772.02118607116,972.570786273314,-2799.45039979785,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.33758410513774,17.8841143797616,1.97008438904982,0.127879687624314,372.84335894233,-3715.88932703565,778.461837221701,-2937.42748981395,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.31551681226785,11.5642247834067,1.71768784916232,0.0581809481092476,372.898192130612,-3711.34655885058,713.673525373154,-2997.67303347743,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
2.96676724501083,12.5142323813508,2.47666849683536,0.166112381356454,369.79137292318,-3756.04010661795,981.388323780902,-2774.65178283705,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.50949945866156,14.3833459984097,2.31151217536846,0.0856779860623068,370.890642434964,-3740.34340456606,888.535900647446,-2851.80750391861,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.79076206769381,8.27532762920035,1.12801042032659,0.0884049448469302,-925.105415762075,-12985.6623748106,-37809.7929558133,-50795.4553306239,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.77807887061668,13.288674333656,1.76079761995584,0.0275408681174215,375.752131592888,-3709.53935540621,1095.72555283101,-2613.81380257521,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.71291324879063,9.34280898965389,2.72668665502951,0.0539332149046139,367.707950540925,-3777.87437573797,1030.72380665649,-2747.15056908148,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.20633434677392,3.74375409487325,2.2235922548747,0.0441451386252031,372.633551687969,-3727.83081750565,939.313440113681,-2788.51737739197,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.11932240246481,15.1396859293147,2.73430518343688,0.0411117720557629,367.499687998743,-3777.25999720358,990.903944031962,-2786.35605317162,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
5.88149854794556,6.59426008329743,3.00689970664949,0.0651487870023128,363.356135619932,-3816.44006651556,1021.1135104749,-2795.32655604066,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
4.57231244035195,4.90797600583798,1.9399179131873,0.119972096238553,370.083215617708,-3721.51439032038,471.002211031688,-3250.51217928869,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
7.48196628333548,6.1006471833948,2.96177455057394,0.122199193374374,363.798297295138,-3810.69134830963,992.805300409831,-2817.8860478998,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.72212983052637,12.5746952301927,2.63047290630007,0.00716974102333074,369.29524292708,-3768.08014395676,1102.58620176329,-2665.49394219347,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
3.62051813131443,13.0348745935408,2.71890034974869,0.0462413814242822,368.195200495268,-3775.76477137259,1067.13413023574,-2708.63064113685,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
6.04864636658565,8.06186060005348,1.28782811712393,0.0691440873656614,371.497632813359,-3734.35403212204,880.112556032077,-2854.24147608996,22867b27-beef-e411-93f9-f0921c16b9e7,06820e01-80f0-e411-93f9-f0921c16b9e7
