META_R0_and_susceptibility_scaling,META_Campaign_Efficacy,META_RI_Coverage,META_Dual_Migration,META_LGA_Coverage_StdDev,logscoreweights_regularized_for_distributions,logscore_age_at_infection,logscore_statewide_case_counts,logscore_Fraction_LGAs_reporting,logscore_LGA_case_counts,total_logscore_for_scatterplots,SuiteID,ExpID
6.3241121891187,0.501975613776911,0.0317743870637012,2.03906768830073e-07,0.210810706413275,80.176389222047,-3508.82886001568,-438.478638607591,-489.233201568443,-1054.47443154449,-5491.0151317362,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.09311247862649,0.111645866749301,0.0917309777579557,9.21905631551825e-07,0.223710014883329,184.385037192554,-3464.50087978267,1430.66748506604,-249.373546553362,-596.620532783621,-2879.82747405362,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.76823114266118,0.170498801566991,0.0894850048506227,2.67194454794681e-07,0.651356202162903,157.212187971958,-3486.17703383793,1028.49420633169,-437.973557350908,-681.299636090374,-3576.95602094752,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.66255577955177,0.111050003252414,0.173336396559693,1.96247487441019e-06,0.150654798813864,93.4248906137662,-3479.73721092242,-504.254223499253,-511.649021953802,-986.033251456186,-5481.67370783166,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.67549083187119,0.207713401648007,0.227315763437321,1.05867148306866e-06,0.218326226068177,76.5693766494543,-3520.43366335216,-426.907923991819,-410.236807848166,-1088.61118296145,-5446.1895781536,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.67744363227403,0.150118322217737,0.029598733972672,3.40932925724179e-07,0.177680745396547,182.244444407589,-3464.77632248856,1425.03776815978,-252.521571097881,-608.258883348933,-2900.51900877559,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.46254883134252,0.243311266415129,0.0148816068680457,9.83301586482876e-07,0.132529166812233,181.159116049363,-3470.17468879566,1185.77987973127,-324.531119869425,-583.20047674948,-3192.1264056833,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.36459392240047,0.272947197985461,0.132833924067354,1.72903536735708e-06,0.0038766141363889,163.463520058961,-3499.69183048586,677.472475046046,-425.008084621573,-623.3972418485,-3870.62468190989,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.57945587884041,0.433227501953296,0.151465311311079,1.20925753230358e-06,0.594618487714007,133.658349475388,-3524.66449480972,365.357298364145,-427.824223617807,-771.870988689893,-4359.00240875328,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.14000341874254,0.424403267222892,0.164695540763991,3.40289981493778e-08,0.131632903478605,120.896923638804,-3572.07737861868,268.459803870653,-472.459444788613,-801.63475360683,-4577.71177314347,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.32144498055947,0.222423234397374,0.0747436743128612,4.65287121539066e-07,0.083840970162267,146.757786116999,-3537.63379046623,763.872758801839,-410.989897547794,-705.441564104964,-3890.19249331715,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.40398080602083,0.270804045823385,0.0785516795042619,1.38765237584535e-06,0.241140372398333,151.149561598159,-3479.64963730005,575.148950335354,-463.668631917308,-696.713837716977,-4064.88315659898,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.76462535354782,0.391816565665511,0.198786535221856,3.27091601420619e-07,0.190625537047711,95.4685964551976,-3556.93169588436,216.900669703487,-448.695672287701,-968.094484399608,-4756.82118286819,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.45250903919199,0.238111838941711,0.164359501525541,1.39477406954801e-06,0.181512587310148,117.546450718958,-3496.28280667233,88.4468731253198,-397.769661123853,-883.43921289194,-4689.0448075628,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.21784829918989,0.0722502824675173,0.156299238107047,9.86862890112459e-07,0.161633557365073,180.914158520422,-3475.64420156081,1366.2082962288,-278.447970530878,-600.062518101724,-2987.94639396461,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.73870181195619,0.183430751624138,0.00225471077789861,3.87556393779373e-07,0.0987697934776306,82.9038775206503,-3467.10019369737,-192.963589420585,-491.490930984643,-1075.59397399381,-5227.14868809641,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.66839983109738,0.297176355571124,0.0755289004625791,7.70158742543013e-07,0.425590706210745,140.678757190138,-3503.75980013582,255.772469868641,-461.631192905654,-730.667228674721,-4440.28575184755,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.48080002778632,0.278411020503945,0.146542886457404,2.11645667842844e-06,0.247759940378962,167.095679368469,-3515.06631876722,906.778168226421,-410.807584311836,-604.459156097166,-3623.5548909498,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.85806905149569,0.413386486016168,0.186820724471578,1.88682974574419e-06,0.234063954530485,-197.366611284708,-3526.96573676184,-10486.9668833641,-570.739304365444,-2268.57764752347,-16853.2495720148,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.55127338654551,0.37504360081436,0.0476047751505257,2.6929986243073e-06,0.276869530245491,127.224862609519,-3491.2902825564,11.3388176793346,-463.625756751277,-809.02023140875,-4752.5974530371,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.63743559334845,0.198955099358983,0.0248899974589378,3.16849073235238e-06,0.258594052912121,194.312619837802,-3468.94698529606,1579.42819433652,-156.59713658795,-563.483431947501,-2609.59935949499,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.17332960016595,0.368463400318832,0.284898056308441,1.52147532750475e-06,0.662822111379189,132.724276906235,-3627.27406165842,204.341795576586,-377.981206316912,-714.820821248089,-4515.73429364683,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.12923405711275,0.504040543551498,0.0868178256093925,5.87119694620666e-07,0.542798726768581,149.816999704383,-3513.86721260829,489.516792308936,-470.160139895324,-676.706608628532,-4171.21716882321,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.69665169360536,0.151662986792437,0.0637555661634616,1.47620310019719e-06,0.257848415305089,183.41738447617,-3464.24477929826,1390.10193564837,-256.226024944036,-599.193831914791,-2929.56270050873,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.4710356223574,0.135294425617205,0.0174032670737899,3.06134435017183e-07,0.229431826843077,184.599427110131,-3463.92700623788,1472.21921383805,-240.930998358311,-599.558734722284,-2832.19752548042,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.23174374749629,0.244093964875615,0.00172440976162723,7.25558840528925e-07,0.257713221412681,161.266420222104,-3470.37973244984,783.793382077267,-466.786455110887,-650.106684730966,-3803.47949021442,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.60748223307817,0.0306014657616256,0.212492840712539,1.7437103625206e-06,0.215167350503808,176.806097385198,-3471.51016502132,1281.25047508288,-323.047303861462,-612.777166725663,-3126.08416052557,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.51379553077291,0.687333510050233,0.243115249668535,1.51301802289389e-06,0.506179664532552,-1791.15279802971,-10430.4444845451,-37809.7924051839,-805.77040101682,-6031.76676523265,-55077.7740559785,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.9446554594415,0.0739842341624013,0.0256785215421959,6.44375939240705e-07,0.13587161465143,176.782394208849,-3458.50693148032,1269.39169572163,-337.359697180745,-617.515994007888,-3143.99092694733,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.05981940081691,0.384725721454041,0.253195495220437,1.76647397348159e-06,0.361062059773122,120.427788490447,-3577.76367511556,163.683017018044,-399.806526934715,-814.456230177,-4628.34341520923,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
9.3677848553818,0.144250276335013,0.170893280554242,1.02771994038699e-06,0.0464870087308389,197.85328384182,-3473.10763549425,1664.42400807314,-108.758081731906,-554.96693707763,-2472.40864623065,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.12827012163458,0.402310024264696,0.103215802477563,1.92633473087846e-07,0.0878316567526529,-147.120799572402,-3503.9481242923,-9822.5284761927,-508.544321544031,-2025.68153156682,-15860.7024535959,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.72917781776495,0.336765277461193,0.00606610949381843,1.12482808908061e-06,0.131002393560778,146.877775999813,-3480.88084000433,374.452166454729,-386.276987598254,-732.509294588933,-4225.21495573679,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.08718895021827,0.402267395479135,0.0370848347881251,1.55122611378591e-06,0.324917434922549,32.2515184248003,-3513.54634543635,-1199.6253169987,-504.39436505155,-1303.37393024378,-6520.93995773038,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.89417990851498,0.412866099316405,0.025787267021695,2.04263212230914e-06,0.0383325080015364,153.684564796336,-3492.53844510335,293.061524678354,-420.659203662806,-671.909994320302,-4292.0461184081,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.38367862655904,0.214422469894677,0.0710644730721853,1.71324074018564e-06,0.240704818388196,179.559100741808,-3473.00095634768,1101.22147119467,-335.006348336503,-584.77431608767,-3291.56014957718,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.626963893822,0.339225488721248,0.148377129355119,7.72117601646711e-07,0.100470240832776,128.109614455574,-3527.06093734041,371.73021476698,-398.144863802278,-811.251148592319,-4364.72673496803,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.27654998901734,0.31612561539167,0.165887365912987,1.7550476070156e-06,0.165432910511474,155.187784855406,-3517.41464428569,534.277863514928,-452.014083859742,-648.518501913273,-4083.66936654378,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.89202700963394,0.280976115611098,0.252748210216205,2.20017047136794e-06,0.541785138198953,155.125563288098,-3555.08000248843,901.88867403358,-396.739590707261,-652.91733290836,-3702.84825207047,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.43415684357475,0.382988215426403,0.136114151219648,2.31119577028618e-06,0.404804639687947,131.524839209936,-3502.90075879919,319.349350223169,-427.610916086287,-797.317536666638,-4408.47986132894,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.77616200145957,0.0184813675891286,0.115487810888804,6.56217497639657e-07,0.0395702469480097,166.520630491741,-3458.72679355251,1011.6012992857,-424.42821861476,-646.431604719073,-3517.98531760064,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.03129940872707,0.01586801376693,0.0825574081541237,1.17897802940483e-06,0.00761641293213398,173.814576228763,-3455.97042861436,1190.6072076848,-345.976594346917,-631.576992505969,-3242.91680778245,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.90306071959924,0.139329423518899,0.0564290498957852,2.17939866040903e-06,0.136313614844959,67.9830858987013,-3463.74612400373,-1120.85142657104,-546.388593799438,-1114.96836126964,-6245.95450564385,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
2.39040140523331,0.283192141063565,0.159032884479873,7.54939935996048e-07,0.234302637143515,-1791.15279802971,-10430.4444845451,-37809.7924051839,-805.77040101682,-6031.76676523265,-55077.7740559785,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.50389692652736,0.267687819756136,0.156845346208165,5.5456373259003e-07,0.435575614188805,93.589999707233,-3506.88219550186,-152.116001183458,-450.414487848802,-996.926999965169,-5106.33968449928,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.72016621031874,0.151910618775893,0.0378950861742755,1.03425889119232e-07,0.0797472298973436,174.189590512621,-3479.68734784365,1376.94528585817,-306.43586302243,-631.164896738302,-3040.34282174621,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.45480086119571,0.26501057349047,0.104407078879491,5.00613854550603e-07,0.365344454389461,158.71769398394,-3495.85282245526,831.359767869875,-441.976939983174,-656.601293679621,-3763.07128824818,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.66405197878844,0.315415195884071,0.0960755721565306,1.5301745614142e-06,0.343341187308662,152.12642477377,-3508.23585150445,383.140946140068,-447.096338672597,-667.937922330083,-4240.12916636706,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
4.38617416411802,0.112340338274537,0.0279984490366082,8.21263144338503e-07,0.304133702849469,69.1279886158131,-3465.43632204684,-665.134407985178,-520.245511347544,-1132.49612599227,-5783.31236737184,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.11502487219127,0.331634498615075,0.254398890427187,8.66838517343957e-07,0.425502365638533,133.296562627337,-3556.53590582264,601.950450464463,-407.198852895203,-767.808493121087,-4129.59280137447,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
2.67683769789839,0.336625490219891,0.0175959640968824,1.20949385628772e-06,0.278172593874738,-88.4359346588833,-3555.4390139129,-9543.76969465702,-490.199863520467,-1655.44614607519,-15244.8547181656,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.80646971078409,0.148794759284936,0.112206789597277,1.47773193223841e-06,0.183909439240037,195.051844609756,-3476.75408878739,1603.15112009993,-151.427428442234,-556.124229931461,-2581.15462706116,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.26676825408757,0.265032095958902,0.00340027974468544,7.89672324533449e-07,0.0644732264970304,138.046619776112,-3522.61040250051,468.492225278878,-447.12430705992,-746.383029519281,-4247.62551380083,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.80650013377723,0.290747571222984,0.283427545295177,1.63869973349348e-06,0.283369926918903,152.142529544712,-3542.43110198098,795.767559842695,-417.751149990915,-669.573532794773,-3833.98822492397,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.57152586055496,0.460953337623786,0.0146309030623508,1.80561878106423e-07,0.103673648409865,-203.186088906396,-3488.22461521351,-10083.7651213285,-541.460322897671,-2353.44174640425,-16466.8918058439,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
9.4637407747113,0.234955977943869,0.136618226936093,6.14381273101416e-07,0.386546857756567,170.417070746191,-3493.06234592822,928.889056453665,-370.905511703379,-610.096928218418,-3545.17572939635,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.23971149151339,0.164555036268772,0.0559047088894915,2.30837016803863e-06,0.200391652632675,192.930250131262,-3471.04175456435,1537.27709516456,-150.923740995764,-570.043190440428,-2654.73159083598,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.75799877319726,0.417940096118551,0.109968901311862,1.99864652805001e-06,0.30312788122761,-177.382971616285,-3509.05309676104,-10643.8984157556,-531.299271532488,-2163.93876387206,-16848.1895479212,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.03335838868602,0.392923518281261,0.0364894743323224,1.89000984883528e-06,0.455115579697274,85.5244306001412,-3500.4831164051,-424.613146708757,-480.744045255038,-1030.65003025711,-5436.490338626,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.66585316303979,0.0817180308341923,0.206321830635359,4.82651769466417e-07,0.059774124274592,146.808639563187,-3481.44042031856,429.736145771313,-521.091043321635,-701.151044873214,-4273.9463627421,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.30796207993522,0.308933220308872,0.210554065226001,5.3598085145774e-08,0.468215521139697,136.095631368019,-3580.40553552219,780.74574424835,-477.62244594391,-724.944899856107,-4002.22713707386,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.23872044020923,0.210788650029945,0.0306450341556874,1.14018456358049e-06,0.403040507872292,150.926926762769,-3466.85053054059,459.64301399498,-511.932974761864,-689.703551510297,-4208.84404281777,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.4272813540242,0.263832646741044,0.107105096150078,9.36738244371439e-07,0.197055413800975,164.841873620683,-3494.70248126025,816.62430896441,-416.069535315482,-626.485983701692,-3720.63369131302,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
1.80938541153237,0.421293897942436,0.175966921189688,5.95496550747035e-07,0.471648297449381,-1791.15279802971,-10430.4444845451,-37809.7924051839,-805.77040101682,-6031.76676523265,-55077.7740559785,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.26972291882677,0.19495535546793,0.0391802528689973,8.217693624308e-07,0.301318143540868,188.247827682208,-3471.38732862433,1371.56917164689,-221.101216163789,-573.458476822856,-2894.37784996409,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.27482062748396,0.173400465862253,0.223353410763536,2.87082815032331e-08,0.0406961399137974,146.64378943159,-3555.63202222734,908.095541610212,-463.418651851134,-687.028817084523,-3797.98394955279,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.8877899913454,0.583044001010336,0.0313419298776625,1.35583736655175e-06,0.114491934613084,-168.629620692211,-3492.4200022735,-10202.5122063776,-563.028636439952,-2132.96613881652,-16390.9269839076,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.77883740536089,0.15009207457829,0.0429592335802164,2.07261482907267e-06,0.421608476775727,182.825001608646,-3467.37851588853,1295.43559048175,-219.369630081971,-605.92863906,-2997.24119454875,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.17169722963441,0.238021760933723,0.0882954961254911,8.27725385995936e-07,0.112450551624076,139.682007609683,-3480.80446444379,407.115739719889,-503.338939443591,-747.830316228122,-4324.85798039562,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.2565840841611,0.197953644916991,0.0796363882756607,5.66454484082071e-07,0.0097916680288536,181.596888984218,-3480.11436092967,1374.15673438969,-276.484953835057,-593.807968170367,-2976.25054854541,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.16814778866073,0.217530280897667,0.0119278750896444,7.66730969612334e-07,0.0826921574259268,191.662402871814,-3470.10828038324,1507.10555454863,-188.862780437648,-567.530682731722,-2719.39618900397,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.3496711813476,0.222193827479405,0.132413511849902,9.5905406604766e-07,0.167375156716474,169.118445659696,-3505.77042216695,997.617428373441,-392.802160630439,-606.806147843118,-3507.76130226707,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.71319593401644,0.0988230225195479,0.0606227501572737,6.89765727680445e-07,0.0224955992554968,187.274274082149,-3462.71983313566,1470.45074786471,-216.140525847804,-590.438367003721,-2798.84797812248,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.15749302012394,0.369798491986594,0.101186488805819,9.77474273347633e-07,0.223476119193965,109.854905196057,-3564.10060932308,181.88522299945,-416.327874933826,-883.63032872111,-4682.17358997856,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
8.7286619003966,0.276282387450025,0.0858810760142454,2.22909610769185e-06,0.123715127915009,181.89035738374,-3484.3471362259,1164.61816186627,-287.481731543515,-577.745339293493,-3184.95604519663,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.2002055370897,0.329057496059259,0.065760474599112,7.5070454489711e-07,0.330422846260201,114.656967156381,-3492.29814189226,265.398196296505,-434.036462973767,-901.738828790433,-4562.67523735996,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.61975087563977,0.146663071379083,0.0931669326936599,8.91079464675971e-07,0.110816449004975,149.127507819237,-3497.25789050151,732.122292931901,-441.604637116382,-709.163879564624,-3915.90411425061,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.43270042452282,0.185984203589672,0.0512240641834367,3.55229669391382e-06,0.430434500068174,184.488759221347,-3467.18660554687,1265.83555276024,-246.166874935307,-588.141387493173,-3035.65931521511,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.4617206338481,0.186960190260244,0.0827414039453336,1.0242480062709e-06,0.0612709763232686,193.433101708074,-3473.739075918,1540.97394813221,-180.106478356917,-558.086217943818,-2670.95782408652,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.2283988239676,0.204844034830867,0.0736096192397641,7.71886714275681e-07,0.348172427950549,186.227006007641,-3475.45932296043,1337.65521891771,-250.964503638249,-573.989840747193,-2962.75844842816,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.30873064033172,0.297366670899056,0.081191826588063,1.69778444750222e-06,0.437041461554829,159.039015784765,-3504.88503254688,464.404943825982,-430.793813528709,-636.157886758713,-4107.43178900832,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
7.1264591463933,0.0689174931903154,0.0853137071813203,9.05174700432979e-07,0.362445753891726,186.524954446123,-3464.51907806081,1449.7030469538,-213.781508962723,-593.460054886429,-2822.05759495617,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
3.84937355653651,0.373218855736266,0.0443763266000243,2.51563011582337e-06,0.300297497905419,80.5408371628998,-3536.74200310923,-672.824051505085,-563.260486010891,-1005.40776852233,-5778.23430914753,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
6.59577211375742,0.398980537389313,0.198512117827401,1.24096533698605e-06,0.0964637777373523,-65.7307831774027,-3524.67410687676,-8942.65919581257,-484.625131323128,-1566.16512904492,-14518.1235630574,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
5.96334919304649,0.293123342175043,0.145728681224502,2.59633221499859e-06,0.783395541486899,160.919283850238,-3500.24396058679,657.485701598738,-457.032210121151,-629.45575876502,-3929.24622787423,8b26955-e4fd-e411-93f7-f0921c16849b\,074e8718-2fff-e411-93f7-f0921c16849b
