META_Base_Incubation_Period,META_Base_Infectious_Period,META_R0_and_susceptibility_scaling,META_Campaign_Efficacy,config_parameters_Infectivity_Sinusoidal_Forcing_Amplitude,META_Sinusoidal_Forcing_Phase,logscoreweights_regularized_for_distributions,logscore_age_at_infection,logscore_statewide_case_counts,total_logscore_for_scatterplots,SuiteID,ExpID
9.28400464836412,33.7634685287161,9.80528925378295,0.142815604815711,0.0956465167666317,355.828312676957,402.325459917416,-3461.36132590747,951.436359583116,-2509.92496632435,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.67167939037743,40.8448837660785,8.99070525925077,0.139656415659496,0.0963983032736796,374.455127037364,401.331311626386,-3461.15999361754,805.057689035931,-2656.1023045816,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
5.37773249649236,26.5895624282699,8.81002890931392,0.0646112523555414,0.0990968342213467,372.555924826147,402.914325135742,-3459.969590918,1013.96519119067,-2446.00439972734,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
4.65306159650611,25.8822180154512,9.69463335846594,0.137220910330548,0.114398162876211,379.335230476648,402.438349532219,-3460.84802386444,959.479631426364,-2501.36839243808,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
9.09685022324154,28.5499461560962,9.40680027155946,0.108012624646857,0.103560740151581,344.933597655216,402.73835120861,-3461.54959855476,1013.90506787166,-2447.64453068309,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.4504733113601,31.6686369338454,8.92442385099394,0.108675147935034,0.0570036091085589,376.201453893438,404.987568640568,-3459.87546269806,1311.00620436649,-2148.86925833157,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
4.77657165733503,35.5721368834333,8.10162744364422,0.177063678351236,0.0819075449086659,373.776411790553,402.664837414851,-3465.07165804062,1059.67203334424,-2405.39962469638,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
7.70855302622572,19.9385646398238,9.21543117549452,0.292679821850602,0.099650665477096,359.322303790786,405.561835339494,-3468.46393551203,1531.11617403547,-1937.34776147656,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
3.72382248286319,29.0779035120417,9.3431039904676,0.158790549385175,0.108137022283132,362.054744143492,403.773397031832,-3462.16765142824,1172.84051239129,-2289.32713903695,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.67716820234741,15.546405876702,8.87758290302985,0.158383292133099,0.129973580461171,390.25354896455,405.350646874025,-3460.79705972757,1378.03502245642,-2082.76203727115,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.40235574706152,44.5006354879279,9.89650057129798,0.0767810732364437,0.101399004182232,396.233287327407,404.335632080918,-3457.45690890711,1178.43047912174,-2279.02642978537,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
10.8066181498289,26.2583631145228,9.1190856567873,0.133243110138159,0.0854706097392944,315.671028943303,406.169045338052,-3458.84295935066,1464.61879524576,-1994.22416410489,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.16375170544978,22.0084090825637,8.70022248690193,0.208113641819548,0.127542439279657,342.382861201728,403.289080270278,-3464.45790428306,1139.74294440477,-2324.71495987829,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
5.88637704576095,39.4419076821437,9.24176886434729,0.135700188418098,0.0857601727682896,353.47216147509,406.624687305199,-3459.12344691909,1534.71903960981,-1924.40440730928,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
9.99748705052924,18.3931324175784,9.22448288976552,0.14673290626296,0.106877518366554,358.189012644421,403.268575396092,-3461.04497459534,1082.18336751847,-2378.86160707687,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
7.32769802979339,27.8083656625685,9.29037340852989,0.196470999427818,0.0654744617868604,353.551850820338,404.714449982892,-3462.47591481437,1313.28435152213,-2149.19156329225,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.04985987830939,31.7473366268178,8.96524673334691,0.123933081772889,0.0903567619128341,362.087218372607,404.881991048035,-3460.62056616398,1307.72468649647,-2152.89587966751,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
4.79187555224813,23.2899733536311,8.87452974758614,0.203140081019687,0.09276046065018,367.155390816076,404.340217965437,-3463.56455590755,1276.81319849941,-2186.75135740813,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
2.63954587676838,36.2647502418256,8.2525703969441,0.14766127781637,0.0984837154329489,375.666567189734,405.739546983906,-3460.93441234408,1436.23428014358,-2024.7001322005,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
6.40157437617243,14.3126690159049,8.69727367068464,0.205859927489645,0.103567871561486,403.471588210626,402.759510875306,-3464.79994405377,1068.95758786013,-2395.84235619364,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
8.52808233176738,24.5741177704679,9.54420180328874,0.13264189131099,0.0816194598833764,380.2266403837,405.876333599489,-3460.13017217935,1443.06371015173,-2017.06646202762,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
8.05991380670623,10.3205943897149,8.57231948826001,0.19575942876612,0.0750083832800628,400.06325315151,400.347710776521,-3463.61069477892,702.63038523754,-2760.98030954138,4952a8c-02f8-e411-93f9-f0921c16b9e7\,018c1df8-9df9-e411-93f9-f0921c16b9e7
